product,source,value,country,indicator
 -   ,BG,0.578448948700887,NO,Blue Water Consumption
Food products,BG,0.134781957730771,NO,Blue Water Consumption
Hotels and restaurants,BG,0.0616344356957583,NO,Blue Water Consumption
Education and health,BG,0.061509595953073,NO,Blue Water Consumption
Food waste,BG,0.000346684002111502,NO,Blue Water Consumption
Agriculture,CY,0.887735793532568,NO,Blue Water Consumption
 -   ,CY,0.0995898157206093,NO,Blue Water Consumption
Food products,CY,0.0560834647651258,NO,Blue Water Consumption
Hotels and restaurants,CY,0.0605938881889559,NO,Blue Water Consumption
Education and health,CY,0.0428738573318371,NO,Blue Water Consumption
Food waste,CY,3.80759979798332e-05,NO,Blue Water Consumption
Agriculture,CZ,0.0067641345179908,NO,Blue Water Consumption
 -   ,CZ,0.56054430276927,NO,Blue Water Consumption
Food products,CZ,0.0823975895423003,NO,Blue Water Consumption
Hotels and restaurants,CZ,0.0350156731842047,NO,Blue Water Consumption
Education and health,CZ,0.0431163985816113,NO,Blue Water Consumption
Food waste,CZ,0.000192677828549397,NO,Blue Water Consumption
Agriculture,DE,0.646189912544952,NO,Blue Water Consumption
 -   ,DE,6.80282546576744,NO,Blue Water Consumption
Food products,DE,2.90983375663199,NO,Blue Water Consumption
Hotels and restaurants,DE,0.161152976104167,NO,Blue Water Consumption
Education and health,DE,1.20985645895888,NO,Blue Water Consumption
Food waste,DE,0.00312526290549329,NO,Blue Water Consumption
Agriculture,DK,0.0683440781102752,NO,Blue Water Consumption
 -   ,DK,0.625096180365069,NO,Blue Water Consumption
Food products,DK,2.07529285873086,NO,Blue Water Consumption
Hotels and restaurants,DK,0.105190006938708,NO,Blue Water Consumption
Education and health,DK,0.088762302151052,NO,Blue Water Consumption
Food waste,DK,0.000211473291142709,NO,Blue Water Consumption
Agriculture,EE,0.0212241613537522,NO,Blue Water Consumption
 -   ,EE,0.455692370039052,NO,Blue Water Consumption
Food products,EE,0.0293234013774461,NO,Blue Water Consumption
Hotels and restaurants,EE,0.0145476876747188,NO,Blue Water Consumption
Education and health,EE,0.031135049619289,NO,Blue Water Consumption
Food waste,EE,0.000166941516965033,NO,Blue Water Consumption
Agriculture,ES,46.9031862014494,NO,Blue Water Consumption
 -   ,ES,5.22989212213206,NO,Blue Water Consumption
Food products,ES,11.3159586741862,NO,Blue Water Consumption
Hotels and restaurants,ES,3.15318257793734,NO,Blue Water Consumption
Education and health,ES,2.35883520186195,NO,Blue Water Consumption
Food waste,ES,0.00290384991352839,NO,Blue Water Consumption
Agriculture,FI,0.069276731310218,NO,Blue Water Consumption
 -   ,FI,1.56944455651985,NO,Blue Water Consumption
Food products,FI,0.217121372450313,NO,Blue Water Consumption
Hotels and restaurants,FI,0.0315026492153622,NO,Blue Water Consumption
Education and health,FI,0.271964598070701,NO,Blue Water Consumption
Food waste,FI,0.00111365571290343,NO,Blue Water Consumption
Agriculture,FR,0.805231795400517,NO,Blue Water Consumption
 -   ,FR,1.34139617082966,NO,Blue Water Consumption
Food products,FR,4.72484372373272,NO,Blue Water Consumption
Hotels and restaurants,FR,0.474591200218224,NO,Blue Water Consumption
Education and health,FR,0.316924233126764,NO,Blue Water Consumption
Food waste,FR,0.00079052628070775,NO,Blue Water Consumption
Agriculture,GR,1.36248354666783,NO,Blue Water Consumption
 -   ,GR,1.35622683739666,NO,Blue Water Consumption
Food products,GR,1.26983149620845,NO,Blue Water Consumption
Hotels and restaurants,GR,0.86243075476289,NO,Blue Water Consumption
Education and health,GR,0.364555239107654,NO,Blue Water Consumption
Food waste,GR,0.000886284852240751,NO,Blue Water Consumption
Agriculture,HR,0.00126484295039433,NO,Blue Water Consumption
 -   ,HR,0.189063826666609,NO,Blue Water Consumption
Food products,HR,0.011695653395403,NO,Blue Water Consumption
Hotels and restaurants,HR,0.069476670975614,NO,Blue Water Consumption
Education and health,HR,0.0247820398094078,NO,Blue Water Consumption
Food waste,HR,0.000112383490131124,NO,Blue Water Consumption
Agriculture,HU,0.0578149532302866,NO,Blue Water Consumption
 -   ,HU,0.531427995442283,NO,Blue Water Consumption
Food products,HU,0.244758884764116,NO,Blue Water Consumption
Hotels and restaurants,HU,0.134139292491685,NO,Blue Water Consumption
Education and health,HU,0.0788895350656806,NO,Blue Water Consumption
Food waste,HU,0.000317843167974891,NO,Blue Water Consumption
Agriculture,IE,0.0134079569842064,NO,Blue Water Consumption
 -   ,IE,0.403410132655852,NO,Blue Water Consumption
Food products,IE,0.16567701632373,NO,Blue Water Consumption
Hotels and restaurants,IE,0.0755544862682862,NO,Blue Water Consumption
Education and health,IE,0.101745615730009,NO,Blue Water Consumption
Food waste,IE,0.000253498793080757,NO,Blue Water Consumption
Agriculture,IT,3.60362083397596,NO,Blue Water Consumption
 -   ,IT,3.10345302844644,NO,Blue Water Consumption
Food products,IT,4.25697644852021,NO,Blue Water Consumption
Hotels and restaurants,IT,0.523490218341533,NO,Blue Water Consumption
Education and health,IT,0.452532608196088,NO,Blue Water Consumption
Food waste,IT,0.0017450938446056,NO,Blue Water Consumption
Agriculture,LT,0.0156028952023366,NO,Blue Water Consumption
 -   ,LT,0.253778460405145,NO,Blue Water Consumption
Food products,LT,0.171676696510424,NO,Blue Water Consumption
Hotels and restaurants,LT,0.0157460373998656,NO,Blue Water Consumption
Education and health,LT,0.0279117136997003,NO,Blue Water Consumption
Food waste,LT,5.59294963780641e-05,NO,Blue Water Consumption
Agriculture,LU,0.00053883313878639,NO,Blue Water Consumption
 -   ,LU,0.0213123821460017,NO,Blue Water Consumption
Food products,LU,0.0149389930615072,NO,Blue Water Consumption
Hotels and restaurants,LU,0.0016746856075296,NO,Blue Water Consumption
Education and health,LU,0.00239840600060915,NO,Blue Water Consumption
Food waste,LU,2.52557577103529e-05,NO,Blue Water Consumption
Agriculture,LV,0.00788861131608076,NO,Blue Water Consumption
 -   ,LV,0.483166390590736,NO,Blue Water Consumption
Food products,LV,0.137578573866348,NO,Blue Water Consumption
Hotels and restaurants,LV,0.0123101949682432,NO,Blue Water Consumption
Education and health,LV,0.0485724520175956,NO,Blue Water Consumption
Food waste,LV,0.000231903273853914,NO,Blue Water Consumption
Agriculture,MT,0.000750003665692251,NO,Blue Water Consumption
 -   ,MT,0.00348222678367198,NO,Blue Water Consumption
Food products,MT,0.00158836965701284,NO,Blue Water Consumption
Hotels and restaurants,MT,0.00404087089187511,NO,Blue Water Consumption
Education and health,MT,0.00107229275375125,NO,Blue Water Consumption
Food waste,MT,2.45119333451636e-06,NO,Blue Water Consumption
Agriculture,NL,14.0353629334232,NO,Blue Water Consumption
 -   ,NL,2.84807785834106,NO,Blue Water Consumption
Food products,NL,1.75095626534067,NO,Blue Water Consumption
Hotels and restaurants,NL,0.205494788523607,NO,Blue Water Consumption
Education and health,NL,0.707041138160503,NO,Blue Water Consumption
Food waste,NL,0.00147109402694803,NO,Blue Water Consumption
Agriculture,PL,0.564933018135583,NO,Blue Water Consumption
 -   ,PL,1.40164269610094,NO,Blue Water Consumption
Food products,PL,1.51695887453712,NO,Blue Water Consumption
Hotels and restaurants,PL,0.163406372743045,NO,Blue Water Consumption
Education and health,PL,0.193545039976327,NO,Blue Water Consumption
Food waste,PL,0.000602081592400667,NO,Blue Water Consumption
Agriculture,PT,2.38574398454293,NO,Blue Water Consumption
 -   ,PT,0.593137678674344,NO,Blue Water Consumption
Food products,PT,0.687006715138732,NO,Blue Water Consumption
Hotels and restaurants,PT,0.384091032019975,NO,Blue Water Consumption
Education and health,PT,0.182055152207033,NO,Blue Water Consumption
Food waste,PT,0.000329322428938268,NO,Blue Water Consumption
Agriculture,RO,0.0316532652692312,NO,Blue Water Consumption
 -   ,RO,1.37087161545483,NO,Blue Water Consumption
Food products,RO,0.429768990207874,NO,Blue Water Consumption
Hotels and restaurants,RO,0.170249931325095,NO,Blue Water Consumption
Education and health,RO,0.148459575436624,NO,Blue Water Consumption
Food waste,RO,0.000600322085117271,NO,Blue Water Consumption
Agriculture,SE,0.405117334725692,NO,Blue Water Consumption
 -   ,SE,5.842596536392,NO,Blue Water Consumption
Food products,SE,2.17679601899594,NO,Blue Water Consumption
Hotels and restaurants,SE,0.101519040207102,NO,Blue Water Consumption
Education and health,SE,0.501007894311026,NO,Blue Water Consumption
Food waste,SE,0.00428911736956205,NO,Blue Water Consumption
Agriculture,SI,0.000358219706933612,NO,Blue Water Consumption
 -   ,SI,0.0664449978042556,NO,Blue Water Consumption
Food products,SI,0.00458886572613999,NO,Blue Water Consumption
Hotels and restaurants,SI,0.0158852278455279,NO,Blue Water Consumption
Education and health,SI,0.00733530434186968,NO,Blue Water Consumption
Food waste,SI,2.98095692671765e-05,NO,Blue Water Consumption
Agriculture,SK,0.0266492917541486,NO,Blue Water Consumption
 -   ,SK,1.0258352930967,NO,Blue Water Consumption
Food products,SK,0.226016662281594,NO,Blue Water Consumption
Hotels and restaurants,SK,0.08477858757749,NO,Blue Water Consumption
Education and health,SK,0.0751050360662894,NO,Blue Water Consumption
Food waste,SK,0.000607957601952836,NO,Blue Water Consumption
Agriculture,GB,0.102564036440498,NO,Blue Water Consumption
 -   ,GB,3.81307311379604,NO,Blue Water Consumption
Food products,GB,1.28310650076576,NO,Blue Water Consumption
Hotels and restaurants,GB,0.142959421728079,NO,Blue Water Consumption
Education and health,GB,0.603388613418582,NO,Blue Water Consumption
Food waste,GB,0.0013821938994675,NO,Blue Water Consumption
Agriculture,US,7.12335535734869,NO,Blue Water Consumption
 -   ,US,23.5715970316857,NO,Blue Water Consumption
Food products,US,20.1312360872468,NO,Blue Water Consumption
Hotels and restaurants,US,3.38727219564248,NO,Blue Water Consumption
Education and health,US,5.90324658601923,NO,Blue Water Consumption
Food waste,US,0.0156757191795088,NO,Blue Water Consumption
Agriculture,JP,0.00772159559324548,NO,Blue Water Consumption
 -   ,JP,1.22380795598964,NO,Blue Water Consumption
Food products,JP,0.0345603297604299,NO,Blue Water Consumption
Hotels and restaurants,JP,0.0124270633850624,NO,Blue Water Consumption
Education and health,JP,0.124844691891236,NO,Blue Water Consumption
Food waste,JP,0.000446786481724368,NO,Blue Water Consumption
Agriculture,CN,1.68828387208918,NO,Blue Water Consumption
 -   ,CN,167.418299433754,NO,Blue Water Consumption
Food products,CN,15.373595455601,NO,Blue Water Consumption
Hotels and restaurants,CN,3.6745903792429,NO,Blue Water Consumption
Education and health,CN,13.8793443101256,NO,Blue Water Consumption
Food waste,CN,0.074576310535129,NO,Blue Water Consumption
Agriculture,CA,0.0490735166052611,NO,Blue Water Consumption
 -   ,CA,0.810851141173709,NO,Blue Water Consumption
Food products,CA,0.533756357200975,NO,Blue Water Consumption
Hotels and restaurants,CA,0.161472818224658,NO,Blue Water Consumption
Education and health,CA,0.164360214561532,NO,Blue Water Consumption
Food waste,CA,0.000365162766768532,NO,Blue Water Consumption
Agriculture,KR,0.00825488940618128,NO,Blue Water Consumption
 -   ,KR,1.20281280618899,NO,Blue Water Consumption
Food products,KR,0.101964117183535,NO,Blue Water Consumption
Hotels and restaurants,KR,0.241066526669348,NO,Blue Water Consumption
Education and health,KR,0.125578459791847,NO,Blue Water Consumption
Food waste,KR,0.000452151687111434,NO,Blue Water Consumption
Agriculture,BR,3.28364672067695,NO,Blue Water Consumption
 -   ,BR,4.37716569565539,NO,Blue Water Consumption
Food products,BR,2.96224636016547,NO,Blue Water Consumption
Hotels and restaurants,BR,0.603242021586978,NO,Blue Water Consumption
Education and health,BR,1.48829323865587,NO,Blue Water Consumption
Food waste,BR,0.00213231477253208,NO,Blue Water Consumption
Agriculture,IN,17.1405007684129,NO,Blue Water Consumption
 -   ,IN,50.8842118887728,NO,Blue Water Consumption
Food products,IN,18.6607354234326,NO,Blue Water Consumption
Hotels and restaurants,IN,24.5556123102711,NO,Blue Water Consumption
Education and health,IN,13.4134885731322,NO,Blue Water Consumption
Food waste,IN,0.03701420634446,NO,Blue Water Consumption
Agriculture,MX,2.74983597230377,NO,Blue Water Consumption
 -   ,MX,2.22318556436704,NO,Blue Water Consumption
Food products,MX,1.92662693740403,NO,Blue Water Consumption
Hotels and restaurants,MX,0.407023318666087,NO,Blue Water Consumption
Education and health,MX,0.440722503852184,NO,Blue Water Consumption
Food waste,MX,0.00137030413604249,NO,Blue Water Consumption
Agriculture,RU,0.393685449742594,NO,Blue Water Consumption
 -   ,RU,3.93063199037955,NO,Blue Water Consumption
Food products,RU,6.04949114345857,NO,Blue Water Consumption
Hotels and restaurants,RU,0.756723512777239,NO,Blue Water Consumption
Education and health,RU,0.804916517573441,NO,Blue Water Consumption
Food waste,RU,0.00359995686368811,NO,Blue Water Consumption
Agriculture,AU,0.646278014977822,NO,Blue Water Consumption
 -   ,AU,4.28413628870266,NO,Blue Water Consumption
Food products,AU,1.24522718135952,NO,Blue Water Consumption
Hotels and restaurants,AU,2.87949626292676,NO,Blue Water Consumption
Education and health,AU,1.4461820421291,NO,Blue Water Consumption
Food waste,AU,0.00286765843764,NO,Blue Water Consumption
Agriculture,CH,0.00214571840978504,NO,Blue Water Consumption
 -   ,CH,0.275940958360324,NO,Blue Water Consumption
Food products,CH,0.0420026630134688,NO,Blue Water Consumption
Hotels and restaurants,CH,0.0394544362068962,NO,Blue Water Consumption
Education and health,CH,0.0440187028061207,NO,Blue Water Consumption
Food waste,CH,0.000228179732406817,NO,Blue Water Consumption
Agriculture,TR,4.62230959006505,NO,Blue Water Consumption
 -   ,TR,7.40469519651134,NO,Blue Water Consumption
Food products,TR,4.06769077672792,NO,Blue Water Consumption
Hotels and restaurants,TR,4.80945771351202,NO,Blue Water Consumption
Education and health,TR,1.70945738563584,NO,Blue Water Consumption
Food waste,TR,0.00414678150972182,NO,Blue Water Consumption
Agriculture,TW,0.00942215566887614,NO,Blue Water Consumption
 -   ,TW,0.31457933460789,NO,Blue Water Consumption
Food products,TW,0.0159878923809399,NO,Blue Water Consumption
Hotels and restaurants,TW,0.00816446582927358,NO,Blue Water Consumption
Education and health,TW,0.030257581939794,NO,Blue Water Consumption
Food waste,TW,0.000110085048138695,NO,Blue Water Consumption
Agriculture,NO,6.99520964909618,NO,Blue Water Consumption
 -   ,NO,69.4389344688972,NO,Blue Water Consumption
Food products,NO,43.2520969951241,NO,Blue Water Consumption
Hotels and restaurants,NO,1.510923618323,NO,Blue Water Consumption
Education and health,NO,5.17064195476873,NO,Blue Water Consumption
Food waste,NO,0.0145576487555747,NO,Blue Water Consumption
Agriculture,ID,0.0450717047520225,NO,Blue Water Consumption
 -   ,ID,0.798016813942346,NO,Blue Water Consumption
Food products,ID,1.11897959508467,NO,Blue Water Consumption
Hotels and restaurants,ID,0.200495245067387,NO,Blue Water Consumption
Education and health,ID,0.395653228250757,NO,Blue Water Consumption
Food waste,ID,0.000584107803521854,NO,Blue Water Consumption
Agriculture,ZA,5.52073109308279,NO,Blue Water Consumption
 -   ,ZA,1.54852664097576,NO,Blue Water Consumption
Food products,ZA,4.07694655943529,NO,Blue Water Consumption
Hotels and restaurants,ZA,0.321769779082288,NO,Blue Water Consumption
Education and health,ZA,0.441513397304792,NO,Blue Water Consumption
Food waste,ZA,0.00105932279692321,NO,Blue Water Consumption
Agriculture,WA,25.8999241300627,NO,Blue Water Consumption
 -   ,WA,109.642195969595,NO,Blue Water Consumption
Food products,WA,119.166498118369,NO,Blue Water Consumption
Hotels and restaurants,WA,37.0820846244122,NO,Blue Water Consumption
Education and health,WA,19.4194381882395,NO,Blue Water Consumption
Food waste,WA,0.0962790142188199,NO,Blue Water Consumption
Agriculture,WL,31.9717995760295,NO,Blue Water Consumption
 -   ,WL,7.50898699587807,NO,Blue Water Consumption
Food products,WL,14.5019633855451,NO,Blue Water Consumption
Hotels and restaurants,WL,2.11844518716498,NO,Blue Water Consumption
Education and health,WL,2.38662984542819,NO,Blue Water Consumption
Food waste,WL,0.00574866149142303,NO,Blue Water Consumption
Agriculture,WE,0.357094077755272,NO,Blue Water Consumption
 -   ,WE,4.21450492246092,NO,Blue Water Consumption
Food products,WE,9.29669058749508,NO,Blue Water Consumption
Hotels and restaurants,WE,0.864830751667249,NO,Blue Water Consumption
Education and health,WE,0.704842728323035,NO,Blue Water Consumption
Food waste,WE,0.00269910698965279,NO,Blue Water Consumption
Agriculture,WF,32.4951511913097,NO,Blue Water Consumption
 -   ,WF,33.8784077041765,NO,Blue Water Consumption
Food products,WF,10.8866032371483,NO,Blue Water Consumption
Hotels and restaurants,WF,11.461814712243,NO,Blue Water Consumption
Education and health,WF,6.44237445869588,NO,Blue Water Consumption
Food waste,WF,0.0230665757256566,NO,Blue Water Consumption
Agriculture,WM,117.699896119337,NO,Blue Water Consumption
 -   ,WM,38.1349977469265,NO,Blue Water Consumption
Food products,WM,28.0849853299562,NO,Blue Water Consumption
Hotels and restaurants,WM,14.3684004571775,NO,Blue Water Consumption
Education and health,WM,11.5794907134858,NO,Blue Water Consumption
Food waste,WM,0.0314314930709515,NO,Blue Water Consumption
Agriculture,AT,949195.981666582,NO,Global Warming Potential
 -   ,AT,118131567.016937,NO,Global Warming Potential
Food products,AT,11666022.8304055,NO,Global Warming Potential
Hotels and restaurants,AT,14156846.1684522,NO,Global Warming Potential
Education and health,AT,12442272.6687862,NO,Global Warming Potential
Food waste,AT,132887.347216888,NO,Global Warming Potential
Agriculture,BE,9644638.21205167,NO,Global Warming Potential
 -   ,BE,345399280.553146,NO,Global Warming Potential
Food products,BE,60673136.9995257,NO,Global Warming Potential
Hotels and restaurants,BE,37684586.8994196,NO,Global Warming Potential
Education and health,BE,38773912.8292163,NO,Global Warming Potential
Food waste,BE,1332527.54780126,NO,Global Warming Potential
Agriculture,BG,681359.578225382,NO,Global Warming Potential
 -   ,BG,43573860.5256032,NO,Global Warming Potential
Food products,BG,5171767.09044943,NO,Global Warming Potential
Hotels and restaurants,BG,6886444.67824685,NO,Global Warming Potential
Education and health,BG,5913141.29093288,NO,Global Warming Potential
